ID,SMILES,Total_Score,pKd,k_off,SA,MW,QED,LogP
mol_1940,"CC(F)C(F)C(O)O",0.4746,5.454,1.8746,4.24,126.10,0.511,-0.01
mol_1941,"NC1NCNC1C(O)C1=CC(O)NCC1",0.4745,5.556,1.6667,5.48,214.27,0.282,-2.61
mol_1942,"CC1NC(C)C2C(=O)CCCC12",0.4745,5.458,1.8671,4.28,167.25,0.590,1.35
mol_1943,"ClC1=C(Br)c2ocnc2NC1",0.4745,5.432,1.9228,3.98,235.47,0.750,2.40
mol_1944,"COCCO",0.4745,5.432,1.9229,2.14,76.10,0.486,-0.37
mol_1945,"NC1=CCCC(O)=CC1",0.4745,5.432,1.9229,3.90,125.17,0.514,1.45
mol_1946,"CN1N=C2CC3C(O)CCCC3CN2C1O",0.4744,5.493,1.7922,4.70,225.29,0.609,0.00
mol_1947,"CNC(C)CC1C(C)N1C(N)O",0.4742,5.511,1.7558,4.92,173.26,0.388,-0.71
mol_1948,"NCC1=CC(N)C(O)N1",0.4742,5.511,1.7559,4.92,129.16,0.332,-1.92
mol_1949,"CC1=CC(=O)CCC(C)C1C",0.4741,5.431,1.9253,3.52,152.24,0.521,2.57
mol_1950,"O=C1CCCC(C(CO)NC2CCCC3CCCC(O)C32)N1O",0.4740,5.480,1.8202,4.55,326.44,0.579,1.04
mol_1951,"C=CC1NCC(C(CC2CCCC2N)NO)C1C1(CC)OO1",0.4740,5.552,1.6753,5.44,311.43,0.245,1.31
mol_1952,"OC1CCCCCC1Br",0.4739,5.431,1.9259,3.16,193.08,0.461,2.07
mol_1953,"OC1CCC2=C1NC(O)C1=NCC=C12",0.4739,5.514,1.7507,4.96,192.22,0.493,-0.30
mol_1954,"CC=C(C)C1CCNC(O)C1",0.4738,5.453,1.8774,4.25,155.24,0.559,1.27
mol_1955,"NC1CC(C(O)COC2CCNC(C3CCCCC3O)C2)NN1",0.4738,5.521,1.7363,5.05,328.46,0.391,-0.81
mol_1956,"C=C=C1CC(O)NN(O)C1OC",0.4737,5.545,1.6884,5.36,172.18,0.469,-0.41
mol_1957,"CC1NN=CC2OC(F)(F)C(S)C12",0.4737,5.579,1.6236,5.81,208.23,0.579,0.87
mol_1958,"CNC(O)(S)CC(C)C(N)=O",0.4734,5.455,1.8737,4.28,178.26,0.339,-0.71
mol_1959,"NC(O)C1=C(O)CCCC1",0.4733,5.429,1.9297,3.74,143.19,0.472,0.65
mol_1960,"NC1NCC2C=CCCCC21",0.4732,5.467,1.8462,4.43,152.24,0.505,0.85
mol_1961,"CC1CCNC2=CC(=C3CSC4NC5NCC(C2)C5N34)CN1",0.4732,5.652,1.4930,6.86,319.48,0.517,0.35
mol_1962,"CN1CCN(S(O)(O)O)CC1",0.4730,5.428,1.9315,2.72,182.24,0.547,0.37
mol_1963,"NC(O)C1CCNNC1",0.4730,5.488,1.8033,4.68,131.18,0.323,-1.62
mol_1964,"NS(O)(O)NC1C=CCCC1",0.4730,5.430,1.9268,4.03,178.26,0.479,1.22
mol_1965,"C1CCOCC1",0.4729,5.428,1.9326,1.92,86.13,0.430,1.19
mol_1966,"NC(CO)C1CCCN1",0.4728,5.428,1.9329,3.83,130.19,0.452,-0.94
mol_1967,"OCC1CC=C=CCC1",0.4728,5.488,1.8038,4.68,124.18,0.525,1.49
mol_1968,"OCOC1CCNC(O)C1",0.4726,5.450,1.8842,4.25,147.17,0.439,-0.98
mol_1969,"OCCCC1CC1I",0.4725,5.427,1.9351,3.79,226.06,0.572,1.58
mol_1970,"CC1=NC=CC(C)C=C=C1",0.4722,5.541,1.6960,5.36,133.19,0.450,2.32
mol_1971,"OC(O)CNC1CCC(C2NCCCN2)CC1O",0.4722,5.451,1.8816,4.28,259.35,0.338,-1.67
mol_1972,"CCCC(CO)NC",0.4722,5.426,1.9369,2.77,117.19,0.557,0.37
mol_1973,"Cc1nncn1C1=CCCC(Br)C1",0.4721,5.441,1.9035,4.17,242.12,0.708,2.37
mol_1974,"NC1CNC(F)C2=C1SCC2",0.4721,5.521,1.7368,5.10,174.24,0.528,0.60
mol_1975,"COC(N)CN",0.4721,5.426,1.9375,3.75,90.13,0.422,-1.12
mol_1976,"CC1C(I)C(=N)N2CC12C",0.4720,5.540,1.6981,5.35,250.08,0.393,1.49
mol_1977,"NCCC1=NN=CCC1",0.4720,5.427,1.9342,4.02,125.18,0.575,0.56
mol_1978,"CCCC1C(=O)C(=N)C(O)CC(CN)=C1O",0.4719,5.465,1.8504,4.45,226.28,0.563,0.53
mol_1979,"NC1NCCC(I)C(CO)N1",0.4719,5.509,1.7594,4.97,271.10,0.364,-1.02
mol_1980,"OC1NCC2=[SH]N=NC3CCNC1C23",0.4718,5.600,1.5841,6.16,214.29,0.317,-0.73
mol_1981,"CCC1NCN=C2NNC21",0.4717,5.532,1.7136,5.26,140.19,0.447,-0.80
mol_1982,"CCC(C)CCNC",0.4717,5.424,1.9400,2.68,115.22,0.587,1.64
mol_1983,"CC1CCCCC1N(N)O",0.4716,5.424,1.9403,3.63,144.22,0.428,1.13
mol_1984,"CN=C(NCCN)NC(C)CN(C(O)O)C1C=C(O)CC(C)(C)C1",0.4714,5.475,1.8301,4.58,343.47,0.213,-0.30
mol_1985,"CC(O)CC(N)N",0.4714,5.424,1.9418,3.62,104.15,0.393,-1.00
mol_1986,"CCC(C)C",0.4713,5.423,1.9421,1.68,72.15,0.444,2.05
mol_1987,"CCC(C)C",0.4713,5.423,1.9421,1.68,72.15,0.444,2.05
mol_1988,"CC=C(C)CNC(=O)C(N)=O",0.4710,5.423,1.9439,2.88,156.19,0.420,-0.45
mol_1989,"CN(O)C1CNNC(N)C1",0.4708,5.521,1.7350,5.15,146.19,0.337,-1.54
mol_1990,"NC1=CCCCC1",0.4708,5.422,1.9452,3.06,97.16,0.486,1.40
mol_1991,"C1CNC2CNCCC2C1",0.4708,5.422,1.9452,3.44,140.23,0.507,0.35
mol_1992,"SC1CCCCC1",0.4708,5.422,1.9454,2.93,116.23,0.461,2.25
mol_1993,"CN(NC=O)C(O)C1CCCCC1",0.4707,5.422,1.9462,3.66,186.25,0.381,0.48
mol_1994,"CCC",0.4706,5.421,1.9465,1.75,44.10,0.385,1.42
mol_1995,"CCC",0.4706,5.421,1.9465,1.75,44.10,0.385,1.42
mol_1996,"CC(CS)C(N)(N)O",0.4705,5.449,1.8869,4.30,136.22,0.294,-0.88
mol_1997,"CCC1CC(O)C(N)C(F)C1",0.4705,5.447,1.8901,4.28,161.22,0.598,0.83
mol_1998,"C1CC2=C3C(C1)CCNC3NC2",0.4705,5.453,1.8762,4.36,164.25,0.522,1.01
mol_1999,"OC=CCO",0.4705,5.421,1.9475,3.64,74.08,0.431,0.05
mol_2000,"N=C(O)C1CCCCC1",0.4703,5.421,1.9484,2.56,127.19,0.411,2.10
mol_2001,"CC(=N)OCN",0.4703,5.421,1.9487,3.70,88.11,0.267,-0.08
mol_2002,"OC(O)C1CC(O)C2C(CNC2O)C1",0.4702,5.502,1.7735,4.94,203.24,0.325,-1.78
mol_2003,"NC1C=C(CBr)C=CN1",0.4701,5.492,1.7947,4.81,189.06,0.596,0.71
mol_2004,"CN=CNCCCCC=C(NNC1CCN(C)CC1)C(C)C=C=O",0.4701,5.450,1.8836,4.33,335.50,0.176,1.50
mol_2005,"CC(O)CCC(C)CCO",0.4701,5.420,1.9499,3.14,146.23,0.611,1.17
mol_2006,"CC1C=C(O)C=C2C=CNC(=O)C(O)C21",0.4698,5.484,1.8108,4.73,207.23,0.545,0.62
mol_2007,"C=C(N)NNC=CC(=O)O",0.4697,5.419,1.9523,3.50,143.15,0.303,-0.89
mol_2008,"CC(N)(O)CNC(O)S",0.4695,5.488,1.8038,4.78,152.22,0.250,-1.55
mol_2009,"CC1CC1",0.4694,5.418,1.9541,1.37,56.11,0.393,1.42
mol_2010,"CC(C(O)O)C1C(O)CNC1O",0.4694,5.498,1.7817,4.91,177.20,0.310,-2.17
mol_2011,"NC1CNC2CCCCC2O1",0.4693,5.429,1.9288,4.13,156.23,0.527,0.20
mol_2012,"OC1CC(Cl)CCC1Cl",0.4692,5.446,1.8923,4.31,169.05,0.547,1.75
mol_2013,"C=C(CC(O)CO)C(O)C(=CNC)CC",0.4692,5.464,1.8538,4.51,215.29,0.456,0.16
mol_2014,"NC1CCC(O)C(O)C1",0.4691,5.417,1.9559,3.66,131.17,0.404,-0.78
mol_2015,"NC1NNCC2=CC(Cl)CCC21",0.4691,5.520,1.7368,5.19,187.67,0.378,0.32
mol_2016,"COC1CCCC2CC(C(C)O)CCC21",0.4690,5.417,1.9567,3.86,212.33,0.762,2.60
mol_2017,"N=C1NC(O)C2C(Br)CCCC2S1",0.4690,5.513,1.7514,5.10,265.18,0.582,1.51
mol_2018,"NC(=O)C1CCNCC1",0.4688,5.417,1.9576,2.24,128.17,0.499,-0.53
mol_2019,"CCC(O)CCNC",0.4687,5.416,1.9586,2.87,117.19,0.557,0.37
mol_2020,"OCC1CC(Br)CCC1O",0.4687,5.416,1.9588,3.93,209.08,0.630,0.90
mol_2021,"C=C(C)NC1N=C2C(=O)NC(C)NC2C2=C1NNC2",0.4687,5.535,1.7073,5.39,262.32,0.426,-1.31
mol_2022,"NCCC(CCl)C(O)CN",0.4686,5.418,1.9554,4.02,166.65,0.483,-0.49
mol_2023,"CCCCC(N)O",0.4686,5.416,1.9594,2.86,103.16,0.509,0.45
mol_2024,"CCCCC(N)O",0.4686,5.416,1.9594,2.86,103.16,0.509,0.45
mol_2025,"CCCCC(N)O",0.4686,5.416,1.9594,2.86,103.17,0.509,0.45
mol_2026,"CCCCC(N)O",0.4686,5.416,1.9594,2.86,103.16,0.509,0.45
mol_2027,"CCCCC(N)O",0.4686,5.416,1.9594,2.86,103.17,0.509,0.45
mol_2028,"CC(C)CCC(=N)O",0.4685,5.416,1.9598,2.70,115.18,0.428,1.96
mol_2029,"NC(O)C1CCCNC1",0.4684,5.415,1.9603,3.61,130.19,0.410,-0.74
mol_2030,"CCC1CCC(N)CC1",0.4683,5.415,1.9609,2.13,127.23,0.572,1.91
mol_2031,"CC(CO)C1=CC(CC2=C(O)C(CO)CN2)C(O)NC1",0.4680,5.518,1.7416,5.19,284.36,0.379,-0.55
mol_2032,"NC1CCCC2C(O)C3NC4CCCCC4N3C12",0.4679,5.485,1.8092,4.80,251.37,0.583,0.40
mol_2033,"CC(=O)CCC(N)CO",0.4679,5.414,1.9639,2.97,131.18,0.549,-0.32
mol_2034,"CCSCC1C(N)=NNC1O",0.4677,5.479,1.8227,4.73,175.26,0.543,-0.45
mol_2035,"NNCCCO",0.4675,5.413,1.9661,2.80,90.13,0.232,-1.17
mol_2036,"NC(O)CC(F)(F)F",0.4675,5.413,1.9662,3.43,129.08,0.497,0.22
mol_2037,"CCC(=N)O",0.4674,5.413,1.9667,2.91,73.09,0.352,0.93
mol_2038,"N#CCO",0.4671,5.412,1.9685,2.95,57.05,0.381,-0.50
mol_2039,"CC1CCNNC1",0.4670,5.429,1.9306,4.19,100.16,0.452,0.12
mol_2040,"C=CCC1=C(O)NNC=C1O",0.4668,5.418,1.9552,4.07,154.17,0.445,0.84
mol_2041,"O=C1N=CCCC1C1CCCCO1",0.4667,5.410,1.9716,3.87,181.24,0.615,1.56
mol_2042,"COC1C=CCC2CC(O)NCC21",0.4665,5.483,1.8128,4.82,183.25,0.582,0.51
mol_2043,"CC1CCC2C(=N)NCC2C1",0.4664,5.443,1.8984,4.36,152.24,0.543,1.62
mol_2044,"CC1CC(I)CCC1O",0.4663,5.420,1.9505,4.11,240.08,0.507,1.97
mol_2045,"CC1C=C(N)C(O)CC1C",0.4663,5.459,1.8645,4.54,141.21,0.525,0.87
mol_2046,"OC1NNCC2C1NC1C(O)C(Cl)CCN21",0.4661,5.553,1.6737,5.69,248.71,0.312,-2.25
mol_2047,"CC1=C(O)C(O)CCC1I",0.4660,5.454,1.8760,4.49,254.07,0.511,1.78
mol_2048,"NCNC(=O)C1CCCCC1",0.4657,5.408,1.9779,2.10,156.23,0.575,0.60
mol_2049,"OCC1=NC(=C2CCCC(Br)C2)C(O)N1",0.4656,5.481,1.8185,4.81,275.15,0.623,0.89
mol_2050,"O=CNCC=CC1CCCC(O)C1",0.4656,5.410,1.9731,4.02,183.25,0.385,0.84
mol_2051,"CC1CC2CCCCC2=NC1O",0.4656,5.421,1.9468,4.15,167.25,0.588,1.98
mol_2052,"CCC1CC1(C)C(C)NC(N)O",0.4655,5.477,1.8259,4.77,172.27,0.545,0.64
mol_2053,"COC1CCCC2NCNC21",0.4655,5.446,1.8924,4.42,156.23,0.564,0.07
mol_2054,"CC(O)CC1CNC(C(=O)O)N1",0.4651,5.457,1.8687,4.56,174.20,0.429,-1.27
mol_2055,"CC1=CC(O)C(NN)CC1",0.4650,5.412,1.9678,4.07,142.20,0.272,-0.08
mol_2056,"N=C(CO)CC(F)(F)F",0.4650,5.406,1.9822,3.43,141.09,0.552,0.95
mol_2057,"CC1C2CC(N)NNC2=NC2CCCC21",0.4650,5.521,1.7355,5.32,208.31,0.546,0.60
mol_2058,"CN(C)C(NO)C1CCC(O)CC1",0.4649,5.405,1.9829,3.62,188.27,0.443,0.40
mol_2059,"CCC1CCNNC1",0.4648,5.405,1.9838,3.94,114.19,0.519,0.51
mol_2060,"CCN=C=C(C=C(C)NNCO)CCC1=C(O)CCC(C#N)C1",0.4648,5.485,1.8097,4.89,318.42,0.238,2.47
mol_2061,"CCC(O)C1CCCN=C1O",0.4647,5.417,1.9560,4.13,157.21,0.631,1.12
mol_2062,"COC1CCCC(OC)C1",0.4647,5.405,1.9842,2.96,144.21,0.586,1.59
mol_2063,"NNC(=O)C(F)(F)F",0.4646,5.404,1.9851,2.72,128.05,0.263,-0.46
mol_2064,"NC(=O)C(N)CCCl",0.4644,5.404,1.9863,3.15,136.58,0.510,-0.57
mol_2065,"N=C1CC2CCCCC2C(=O)N1",0.4643,5.404,1.9866,3.87,166.22,0.559,1.29
mol_2066,"NC(O)S",0.4642,5.403,1.9877,3.69,79.12,0.261,-0.85
mol_2067,"CCCO",0.4641,5.403,1.9881,1.96,60.10,0.464,0.39
mol_2068,"CCCO",0.4641,5.403,1.9881,1.96,60.10,0.464,0.39
mol_2069,"CCCO",0.4641,5.403,1.9881,1.96,60.10,0.464,0.39
mol_2070,"CCCO",0.4641,5.403,1.9881,1.96,60.10,0.464,0.39
mol_2071,"CCCO",0.4641,5.403,1.9881,1.96,60.10,0.464,0.39
mol_2072,"CCCO",0.4641,5.403,1.9881,1.96,60.10,0.464,0.39
mol_2073,"NC1=CCCC2=C1CNC2O",0.4641,5.454,1.8740,4.56,152.20,0.452,-0.16
mol_2074,"NC1CCCNC1",0.4641,5.403,1.9883,3.30,100.16,0.438,-0.30
mol_2075,"CCC1CCNC(C)C1O",0.4640,5.403,1.9891,3.91,143.23,0.568,0.76
mol_2076,"N=NC1NCCC(C(O)CO)C1C(N)CNN",0.4637,5.526,1.7250,5.42,246.31,0.159,-2.29
mol_2077,"NCC1CCCCC1",0.4637,5.402,1.9905,1.85,113.20,0.548,1.53
mol_2078,"CC1CCNC(N)N1",0.4637,5.434,1.9187,4.34,115.18,0.387,-0.80
mol_2079,"CCC=[N+]([O-])C(O)O",0.4637,5.419,1.9528,4.18,119.12,0.165,-0.75
mol_2080,"CC(C)CCOC(N)O",0.4634,5.401,1.9927,3.33,133.19,0.542,0.28
mol_2081,"IC1CN=C2CCCCC21",0.4632,5.431,1.9243,4.33,249.09,0.462,2.43
mol_2082,"NC1NCCC2CCN(CO)C21",0.4631,5.443,1.8993,4.46,171.24,0.469,-1.10
mol_2083,"CC1CC(C)NN1",0.4631,5.460,1.8610,4.66,100.16,0.456,0.26
mol_2084,"NC(O)C1CCCCN1",0.4630,5.400,1.9952,3.67,130.19,0.416,-0.59
mol_2085,"CC1C(N)CCC(O)C(O)C1O",0.4630,5.400,1.9952,3.96,175.23,0.349,-1.17
mol_2086,"CC1C=C(C(O)=C=N)CN1",0.4630,5.493,1.7926,5.04,138.17,0.367,0.59
mol_2087,"CO[SH](O)(O)=C1CCNC(O)N1",0.4625,5.533,1.7113,5.55,198.24,0.239,-0.98
mol_2088,"OC1=CCCC(N(O)O)C1",0.4623,5.437,1.9132,4.41,145.16,0.483,1.06
mol_2089,"CCCCNCS",0.4622,5.398,2.0005,2.76,119.23,0.322,1.26
mol_2090,"CC1COC2C3=CCOC3C(OO)CC2O1",0.4622,5.500,1.7782,5.15,228.24,0.407,0.75
mol_2091,"CCCNO",0.4622,5.398,2.0008,2.75,75.11,0.465,0.38
mol_2092,"OC1CNCC=C1I",0.4621,5.440,1.9048,4.46,225.03,0.580,0.27
mol_2093,"CCNCC1=C2CC(N)SC2SC1C(C)NCO",0.4620,5.514,1.7504,5.32,289.47,0.426,0.68
mol_2094,"CNC(NCN1C=CC(Br)C=N1)N(C)C",0.4619,5.517,1.7445,5.36,276.18,0.555,0.18
mol_2095,"CCCC1C=C=C2NC3=CN=C(CCO)C3C2C1",0.4618,5.534,1.7110,5.57,244.34,0.746,2.36
mol_2096,"NCC1=C(O)CCCC1",0.4618,5.396,2.0036,3.01,127.19,0.558,1.33
mol_2097,"OC1CCC2CCCCC2C1O",0.4617,5.396,2.0041,3.48,170.25,0.575,1.31
mol_2098,"OC1NCCC2CCCNC21",0.4616,5.409,1.9743,4.14,156.23,0.450,-0.33
mol_2099,"OC1CCC2CNCC(O)C2C1",0.4614,5.396,2.0047,4.01,171.24,0.470,-0.27
mol_2100,"O=C1NCNC2C=CC=CC(O)C12",0.4613,5.460,1.8627,4.70,180.21,0.454,-0.86
mol_2101,"OC1NNC2=C1CCCC2",0.4613,5.395,2.0069,3.97,140.19,0.451,0.24
mol_2102,"CC(=O)CC1OC(O)CNC1O",0.4612,5.448,1.8881,4.57,175.18,0.480,-1.41
mol_2103,"O=C1NNCC2CCCCC12",0.4610,5.394,2.0088,3.69,154.21,0.531,0.43
mol_2104,"OC1NS2(O)=C=CCCC=2S(O)(O)C2CC=CCC12",0.4608,5.571,1.6396,6.08,305.42,0.349,2.07
mol_2105,"CC1(N)CCCC=C1O",0.4606,5.396,2.0044,4.03,127.19,0.515,1.33
mol_2106,"CCNC(CO)N1CCOC1C",0.4605,5.418,1.9534,4.27,174.24,0.608,-0.41
mol_2107,"CC1CCC(C(=O)O)=C1N",0.4604,5.393,2.0125,3.59,141.17,0.565,0.71
mol_2108,"C=NC(=O)C1C=CCC2C(N)NS(O)(O)C(=C)C12",0.4603,5.533,1.7118,5.61,271.34,0.422,1.09
mol_2109,"NC1NCCC2CCCCC2C1O",0.4602,5.398,1.9998,4.06,184.28,0.512,0.43
mol_2110,"CCCC1(C)C(C)N=NNC1C",0.4601,5.466,1.8503,4.81,169.27,0.677,2.54
mol_2111,"NC1COC2CCCCC2C(O)N1",0.4600,5.440,1.9056,4.52,186.26,0.489,-0.23
mol_2112,"CC1C(O)CCC2NNC3=C(NCN3)C21",0.4600,5.499,1.7799,5.20,210.28,0.362,-0.81
mol_2113,"NC(O)C1CCCCC1Br",0.4599,5.392,2.0129,4.01,208.10,0.502,1.22
mol_2114,"NC(O)C1CCCCC1Br",0.4599,5.392,2.0129,4.01,208.10,0.502,1.22
mol_2115,"NC1CC(C(O)CCO)CC(N)C1O",0.4599,5.414,1.9626,4.25,204.27,0.370,-1.84
mol_2116,"COC(O)C1CCCCC1",0.4598,5.391,2.0169,2.97,144.21,0.595,1.53
mol_2117,"NC1=CC(N)C(Br)CC1",0.4596,5.463,1.8559,4.79,191.07,0.554,0.71
mol_2118,"C=C1OC=C2C(OC)C(O)CC=NN12",0.4595,5.485,1.8087,5.05,196.21,0.659,0.40
mol_2119,"OC1CCCC(I)C1O",0.4595,5.394,2.0083,4.05,242.06,0.484,0.70
mol_2120,"NC1C(O)CCC2CC3N=C=NC(C4CCCCC4)C3OC21",0.4594,5.504,1.7691,5.28,305.42,0.774,1.75
mol_2121,"N=CC(Br)C1=C=C=CNN=CC1",0.4594,5.595,1.5936,6.46,226.08,0.419,1.57
mol_2122,"CC1CCC(O)C(C(N)N)C1",0.4591,5.389,2.0212,3.97,158.24,0.471,0.03
mol_2123,"CC1C=NC2C(C1)C1=C(NO)CNC3CCN(C2S)C13",0.4590,5.552,1.6758,5.89,294.42,0.423,0.63
mol_2124,"CCOn1cnnc1N",0.4590,5.388,2.0223,3.61,128.13,0.572,-0.69
mol_2125,"C=CCC1=C2C3NCCC3C(O)N(CC3CCCCC3C)C2NC1O",0.4589,5.497,1.7834,5.21,347.50,0.581,1.55
mol_2126,"CS",0.4589,5.430,1.9272,4.45,48.11,0.379,0.55
mol_2127,"CCCC1CC(C)CCC1N",0.4588,5.388,2.0231,3.36,155.28,0.651,2.55
mol_2128,"OC1NCNC2CCNC12",0.4588,5.479,1.8213,5.00,143.19,0.323,-1.81
mol_2129,"CCC(O)CN",0.4588,5.388,2.0236,3.06,89.14,0.488,-0.28
mol_2130,"CCC(O)CN",0.4588,5.388,2.0236,3.06,89.14,0.488,-0.28
mol_2131,"CCC(O)CN",0.4588,5.388,2.0236,3.06,89.14,0.488,-0.28
mol_2132,"CCC(O)CN",0.4588,5.388,2.0236,3.06,89.14,0.488,-0.28
mol_2133,"CCNCC=N",0.4587,5.388,2.0241,3.72,86.14,0.374,0.25
mol_2134,"OC1NCNC2(CCNC2)N1",0.4586,5.528,1.7211,5.60,158.21,0.274,-2.31
mol_2135,"NC1NCC(S)C(C2=CC2)N1",0.4586,5.516,1.7452,5.45,171.27,0.315,-0.58
mol_2136,"N=C(O)C1CC=CC(O)=C1O",0.4586,5.422,1.9443,4.37,155.15,0.341,1.43
mol_2137,"COC1C#CC(Cl)CC1O",0.4585,5.546,1.6868,5.83,160.60,0.444,0.38
mol_2138,"ONC1CNNC(F)C1",0.4584,5.498,1.7817,5.24,135.14,0.279,-0.87
mol_2139,"CC1SCC2NNC=C21",0.4583,5.497,1.7855,5.22,142.23,0.514,0.48
mol_2140,"NC1CCC2CCCC2C1Cl",0.4582,5.390,2.0187,4.04,173.69,0.558,2.13
mol_2141,"COC(O)C(N)(F)F",0.4582,5.394,2.0086,4.08,127.09,0.388,-0.50
mol_2142,"CC(=O)C1C(=O)CCCC2CNNC2C1O",0.4582,5.435,1.9154,4.53,226.28,0.520,-0.60
mol_2143,"NCC1C=C2SCNC2C=CC1",0.4581,5.483,1.8143,5.06,182.29,0.596,1.07
mol_2144,"CC1OC(N)=C2C1=CSC2O",0.4579,5.474,1.8318,4.97,171.22,0.558,0.52
mol_2145,"O=C1NCCC(F)(F)C1O",0.4579,5.385,2.0296,3.94,151.11,0.490,-0.50
mol_2146,"CC1NCCC12CC2",0.4575,5.396,2.0037,4.13,111.19,0.494,1.15
mol_2147,"NC1NCCC2C(O)CCCC12",0.4574,5.412,1.9670,4.30,170.26,0.481,0.04
mol_2148,"CC1=CC2NCC3NNCC3C2CC1",0.4574,5.483,1.8131,5.09,193.29,0.488,0.41
mol_2149,"NC1CCCC(Cl)C1",0.4573,5.383,2.0339,3.58,133.62,0.498,1.50
mol_2150,"NC1CCCC(Cl)C1",0.4573,5.383,2.0339,3.58,133.62,0.498,1.50
mol_2151,"NC1CCCC(Cl)C1",0.4573,5.383,2.0339,3.58,133.62,0.498,1.50
mol_2152,"NC1CCCC(Cl)C1",0.4573,5.383,2.0339,3.58,133.62,0.498,1.50
mol_2153,"OC1=CC2C(CC1O)CC(O)C1NC3NCCN3C21",0.4572,5.524,1.7302,5.59,267.33,0.376,-1.28
mol_2154,"CCNC=O",0.4571,5.383,2.0349,3.19,73.09,0.449,-0.25
mol_2155,"CCNC(O)N(C)C1CCC(CCC(O)NC2CCC(O)=C(O)C2)N1",0.4571,5.493,1.7929,5.21,358.48,0.297,0.45
mol_2156,"CC1CC(O)C(N)C(O)C1NO",0.4570,5.449,1.8854,4.71,176.22,0.311,-1.58
mol_2157,"N=C(O)C1CCCCC1CCCO",0.4568,5.382,2.0373,3.49,185.27,0.464,2.10
mol_2158,"C=COC1=NC(O)CC=C1CCC(O)O",0.4568,5.438,1.9095,4.60,213.23,0.463,0.28
mol_2159,"NC1CCCCC1N",0.4567,5.382,2.0381,3.08,114.19,0.473,0.21
mol_2160,"CNC1CCCCC1",0.4565,5.381,2.0392,1.85,113.20,0.544,1.54
mol_2161,"CC1NC(O)C2C(O)CCCC12",0.4563,5.440,1.9065,4.63,171.24,0.483,0.07
mol_2162,"C=C1CCNC=N1",0.4562,5.434,1.9197,4.56,96.13,0.467,0.52
mol_2163,"OCCC1CO1",0.4559,5.379,2.0432,3.00,88.11,0.473,-0.23
mol_2164,"CN1NCC2=C(C(C3CCCCC3)C(O)NO)C(O)=[SH]C21",0.4558,5.501,1.7757,5.35,315.44,0.198,0.72
mol_2165,"COC1CC(O)NC(N)C1C(O)O",0.4558,5.472,1.8363,5.01,192.22,0.310,-2.48
mol_2166,"ClCC1=CNCNC1",0.4558,5.408,1.9770,4.30,132.59,0.501,0.26
mol_2167,"C=CCN1C=NNC1N",0.4557,5.447,1.8906,4.72,126.16,0.479,-0.74
mol_2168,"CCN=C(C=N)NCCO",0.4557,5.379,2.0447,3.83,143.19,0.371,-0.36
mol_2169,"CN=NNC(CO)C(C)C",0.4557,5.386,2.0281,4.07,145.21,0.449,0.59
mol_2170,"COC1CCCNC1",0.4557,5.379,2.0450,2.97,115.18,0.533,0.38
mol_2171,"CC(O)(F)CC1CCNC(N)N1",0.4556,5.455,1.8738,4.81,177.22,0.448,-0.75
mol_2172,"CC(O)C1CN2CNCNC2=N1",0.4554,5.466,1.8497,4.95,170.22,0.449,-1.48
mol_2173,"CCCCNCC(C(=O)NCC)C(=C=O)C(C)O",0.4552,5.377,2.0484,3.84,256.35,0.409,0.27
mol_2174,"NC1CCCC2CCCC(O)C12",0.4551,5.377,2.0488,3.74,169.27,0.573,1.27
mol_2175,"NC(CO)C(Cl)CC=C(Cl)CO",0.4551,5.435,1.9164,4.61,214.09,0.581,0.42
mol_2176,"NC(O)C1CC(O)CCC1=NO",0.4551,5.424,1.9417,4.49,174.20,0.239,-0.75
mol_2177,"CC(C)C",0.4550,5.377,2.0499,1.84,58.12,0.397,1.66
mol_2178,"CC1=C2CCC(Br)CC2C(O)N1",0.4549,5.456,1.8700,4.85,232.12,0.623,1.75
mol_2179,"OC1CCC(Cl)C(Br)C1",0.4549,5.397,2.0016,4.21,213.50,0.610,1.90
mol_2180,"CNC1CN1",0.4548,5.393,2.0120,4.17,72.11,0.395,-0.86
mol_2181,"CNC1=C(CC2NS(O)(O)C3CCCCC23)CC(=N)N1",0.4548,5.492,1.7939,5.28,300.43,0.479,1.97
mol_2182,"CCNC(O)CCC(C)C(C)C",0.4548,5.376,2.0513,3.48,173.30,0.602,1.99
mol_2183,"N=C1N=CNNC=CC1C(=O)O",0.4547,5.458,1.8661,4.88,168.16,0.416,-0.69
mol_2184,"CC(N)C(=O)C1CCCC=C1N",0.4547,5.380,2.0413,4.05,168.24,0.632,0.55
mol_2185,"CN1CC(C(O)O)C(NO)C(O)C1O",0.4546,5.464,1.8529,4.95,208.21,0.210,-3.11
mol_2186,"CC1=NC=CC1",0.4545,5.375,2.0528,3.78,81.12,0.417,1.36
mol_2187,"CCCOC1C=CN(C)C2NNC3CCN(C4=NC1=NCN4)N32",0.4545,5.603,1.5794,6.71,320.40,0.628,-0.80
mol_2188,"CC1=CC(O)C2NOCC3NCNC(C1O)C32",0.4543,5.524,1.7292,5.68,241.29,0.318,-1.92
mol_2189,"CCN(CN)C1N(C)C1(C)N",0.4542,5.428,1.9329,4.56,158.25,0.416,-0.83
mol_2190,"CCCCCNCN",0.4539,5.373,2.0572,2.33,116.21,0.409,0.68
mol_2191,"CC(O)(CO)CCN",0.4538,5.373,2.0580,3.34,119.16,0.450,-0.92
